Item (Texto),Gravedad,Sesgo,Nombre del Equipo
"La frase “Los héroes en Colombia sí existen” se ha tomado las redes. Dichos héroes son los comunes, los de a pie, los que, al juntarse, tienen la potencia de dar luz a un poder político prejurídico e ilimitado, capaz de poner en cintura a los delegatarios, modificar o abolir las instituciones injustas y sentar las bases de una democracia real, en clave social y ecológica. El pueblo es resiliente y valiente. Ha quedado demostrado una vez más que parar, protestar y rebelarse no es un acto estéril; por el contrario, las grandes conquistas siempre han estado precedidas de grandes revoluciones. Con conciencia, porfía y persistencia, el pueblo llano llevó contra las cuerdas al Gobierno, logró tumbar el proyecto de reforma y presionar eficazmente la renuncia de Carrasquilla del Ministerio de Hacienda y Crédito Público. Es una gesta importante, que se integra con otras y deberá completarse con las que siguen. A corto plazo, seguir en paro, presionar la salida de Duque y tumbar los nuevos proyectos de reforma a la salud, en materia pensional y laboral; a mediano plazo, luchar contra las pandemias sociales que ha capitaneado el Estado; a largo plazo, desmontar el Estado inconstitucional, en aras de alzar un nuevo proyecto que sí ampare la vida, la libertad, la igualdad y la felicidad.","2,1","-1,-1",DT
"Exportaciones de café cayeron 11 % en junio debido a los bloqueos del paro nacional. Las exportaciones de café de Colombia recuperaron en junio mucho del terreno perdido por los bloqueos y cayeron apenas 11 %, a 986.000 sacos de 60 kg de café verde, frente a un 1,11 millones de sacos exportados en el mismo mes de 2020. Si bien aún no se han podido poner al día las exportaciones de café, sí vale la pena destacar el importante trabajo logístico realizado para alcanzar el nivel actual de envíos, luego de que el principal puerto de Colombia, Buenaventura, por donde sale más del 60 % del café del país, durara más de 40 días bloqueado, explicó el gerente general de la Federación Nacional de Cafeteros, Roberto Vélez Vallejo.","1,1","1,0",DT
"‘Primera Línea’ entregó la Universidad del Quindío en “deplorable estado de vandalización”, denuncia su rector. Cerca de 20 jóvenes que dicen ser miembros de la Primera Línea en esa región se habían tomado la universidad por más de 20 días. El consejero Presidencial de Seguridad Nacional, Rafael Guarín, arremetió en contra de dicho grupo, al advertir que no la integran, según él, jóvenes espontáneos que salen de barrios populares o pacíficas mamás. En su momento, el funcionario indicó que los de la primera línea no se pueden catalogar como “héroes”, a quienes, de acuerdo con el consejero presidencial, algunos políticos exaltan. Este martes, se conoció un nuevo hecho de vandalismo que se le atribuye a la primera línea, en esta ocasión en el departamento del Quindío, con lo que las críticas a este grupo de manifestantes siguen creciendo. El nuevo hecho en el que se ve envuelta la primera línea es un presunto hecho de robo y vandalización dentro de las instalaciones de la Universidad del Quindío, la cual se había tomado este grupo desde hace cerca de 25 días.","2,2","1,1",DT
"Petro sí tiene que ver con el paro: Néstor Humberto Martínez. El exfiscal cree que el candidato de la Colombia Humana sí está detrás de las manifestaciones. En la entrevista, la directora de SEMANA, Vicky Dávila, le preguntó a Martínez si para él Petro tiene que ver con el paro, a lo que contestó: “Definitivamente, sí tiene que ver”. Agregó que es un hecho que el senador ha convocado grandes movilizaciones y que las personas más cercanas a él son quienes financian a quienes están en las calles. ""Recordará el país que Petro convocó la marcha más grande de la historia de Colombia. Su gente es la dueña y financiadora de la Primera Línea, es decir, de la confrontación con el Esmad. O sea, forman parte no solamente de las marchas pacíficas, sino de los actos de violencia frente a la autoridad”, comentó. Martínez se refiere a la Vaki que promovió Gustavo Bolívar para entregarles elementos a los marchantes de este grupo.","0,1","1,1",DT
"“Gustavo Petro instigó el paro y no rechazó la violencia”: Enrique Peñalosa. El exalcalde de Bogotá habló sobre la ventaja que perdió Gustavo Petro sobre los demás candidatos para las elecciones de 2022, en la encuesta del Centro Nacional de Consultoría para SEMANA. Por esa razón, los dos fueron consultados sobre el desplome que tuvo Gustavo Petro en esta encuesta. Aunque se mantiene en el primer lugar de intención de voto, bajó cuatro puntos con relación a los resultados anteriores y logró un 21 %. Enrique Peñalosa, fue el más crítico con el exalcalde de Bogotá y señaló que esa pérdida porcentual es una consecuencia natural del paro nacional. “Es cierto que Gustavo Petro instigó el tema del paro y realmente no fue suficientemente claro y oportuno rechazando la violencia y los bloqueos que hubo. La ciudadanía sabe eso”, dijo Peñalosa. Además, indicó que Petro está teniendo un desgaste natural por las constantes peleas en redes sociales y el radicalismo en sus mensajes. ","0,1,0","1,0,0",DT
"María del Rosario Guerra: con estos 40 días de paro no ganó absolutamente nadie; retrocedimos casi 10 años. El Comité Nacional de Paro anunció este martes la suspensión temporal de las movilizaciones que se llevan a cabo en varias regiones del país. Después de más de un mes de protestas en el país, el Comité Nacional de Paro anunció que harán una suspensión temporal de las movilizaciones. “Hemos decidido hacer una interrupción temporal de las movilizaciones recurrentes que veníamos haciendo los miércoles. Eso no significa que la movilización social se pare en Colombia”, dijo Francisco Maltés, presidente de la Central Unitaria de Trabajadores (CUT) e integrante del comité. María del Rosario Guerra, senadora del Centro Democrático, dijo que tristemente lo que dejó el paro en el país son personas fallecidas entre civiles e integrantes de la fuerza pública, así como un empobrecimiento de la población. La congresista del uribismo también recalcó que con el paro “no ganó absolutamente nadie” y que por el contrario Colombia retrocedió al menos diez años.","1,2,2","1,1,1",DT
"El desgarrador relato de Ángel Campos, patrullero a quien intentaron quemar vivo durante el paro. El uniformado resultó quemado por una bomba tipo molotov en medio de los fuertes disturbios del miércoles en Bucaramanga. Otros dos patrulleros resultaron heridos en los actos vandálicos. Rechazamos los actos vandálicos y criminales registrados esta noche contra la vida e integridad de nuestros policías en Bucaramanga. Tres compañeros resultaron heridos con bombas incendiarias y objetos contundentes”, dijo la Policía en Twitter, tras lo acontecido en la capital de Santander. “Era una reunión de amigos, de camaradas”: Líder social Diana Parafán critica encuentro de CIDH con víctimas. El uniformado perteneciente al Esmad dijo estar bastante deprimido y afectado psicológicamente por lo acontecido contra su vida este miércoles, pues no llegó a pensar que una situación de esas le fuera a pasar a él. “Esperaba que mi familia me esperara en mi casa, que hoy que estoy cumpliendo un año más de vida pudiera estar compartiendo con ellos”, dijo el uniformado, quien se recupera en un clínica.","3,3,3","1,0,0",DT
"“¿La primera línea es una nueva guerrilla insurgente urbana o paramilitarismo?”: Paloma Valencia. La senadora aseguró que la acción judicial de la alcaldesa Claudia López, de denunciar penalmente a esa movilización, “fue tardía”. La llamada primera línea de las manifestaciones hizo una grave amenaza este viernes contra la ciudadanía en Bogotá, algo que por supuesto generó rechazo en la alcaldesa Claudia López, quien anunció una denuncia penal contra ese grupo que quiso apelar a la violencia pues aseguraron tener la intención de “atacar” buses de TransMilenio y las personas que van en ellos. Para la congresista del Centro Democrático Paloma Vlencia es “evidente” que “hay que empezar a poner freno a la destrucción de este país porque no puede ser que con el ánimo de la protesta aquí nos están imponiendo no solo los bloqueos sino además el daño a los bienes públicos que tanto le ha costado a Bogotá, entonces yo celebro la denuncia penal”. No obstante, la senadora insistió en que “esto tiene que ir más allá porque aquí ha habido senadores como Gustavo Bolívar (...) quienes han financiado el vandalismo que ahora se torna en terrorismo (...) porque estamos enfrentando terrorismo puro y duro”.","2,3,2","1,1,1",DT
"Atentado con carro bomba en Cúcuta: ¿hay que replantear la seguridad en unidades militares? Por su parte, el congresista Ciro Ramírez dijo que el fondo del asunto es que “hay un claro atentado contra todos los colombianos, tenemos nuevamente grupos criminales fortalecidos, rearmados, ocuparon espacios que las antiguas Farc dejaron, fortalecidos porque hoy Colombia está lleno de cocaína, y eso permite que economías ilegales se fortalezcan“. El senador del Centro Democrático aprovechó para comparar el paro nacional, que lleva más de un mes, con un atentado terrorista: “Lo del paro y los bloqueos fue un atentado terrorista porque los colombianos vieron cómo secuestraron la tercera ciudad del país, incendiaron 27 ciudades, atacaron misiones médicas y justo el día que anuncian la suspensión de protestas vemos actuaciones.","3,3","1,1",DT
"Se salvó de morir: el desgarrador relato de un policía a quien le propinaron 27 puñaladas en medio de disturbios. El uniformado duró al menos cuatro días luchando por su vida en una Unidad de Cuidados Intensivos en la Clínica de la Policía en Cali. Desde que empezaron las marchas en Colombia, los fallecidos y heridos se han convertido en una realidad diaria, tras los fuertes enfrentamientos entre civiles e integrantes de la fuerza pública en varias regiones del país. Una situación que preocupa a los ciudadanos, teniendo en cuenta que, además de la violencia en los últimos días, el desabastecimiento de combustible, medicamentos y alimentos, empieza a preocupar a los hogares colombianos. En medio de los hechos de violencia que se han presentado en medio del paro, un policía identificado como Ángel Gabriel Padilla, narró cómo logró sobrevivir a pesar del brutal ataque que sufrió el pasado 29 de abril en el municipio de Yumbo, Valle del Cauca. El policía recibió al menos 27 puñaladas y además fue atacado con patadas y objetos contundentes. Patrullero Padilla, víctima de terroristas urbanos que llaman ""protesta"" a sus crímenes. Le dieron 27 puñaladas. Aterrador escuchar como moribundo, corre a refugiarse en una vivienda y allá lo buscan y lo sacan a la calle para que muera. Cuatro días en UCI y lesiones graves. ","3,3","1,1",DT
"Salvemos a Colombia: La verdadera amenaza es el terrorismo urbano financiado con dineros del narcotráfico. Voy a decirlo con claridad, sin adornos ni retórica: los violentos y los oportunistas tienen en jaque a Colombia. El país, poco a poco, ha sido arrastrado hacia un peligroso caos, que amenaza la democracia y pone a la nación al borde del abismo. Siento admiración y respeto por los jóvenes, especialmente por los más humildes, quienes, con mucho valor, decidieron reclamar sus derechos y exigir soluciones de fondo a los gobernantes. Sin embargo, una corriente violenta se ha aprovechado de ese movimiento social pacífico para tratar de imponerse por las armas y a las malas. No se equivoquen: las imágenes aterradoras que hemos visto en estos días no son fruto de la espontaneidad, sino que forman parte de un plan milimétricamente diseñado para arrodillar al país, someter las libertades y acceder al poder. Es inaudito que no veamos la triste realidad de algunos de nuestros vecinos, que ya recorrieron este traumático camino en el pasado. Como sociedad estamos yendo rumbo al matadero con los ojos vendados.","2,3,2","1,1,1",DT
"Los desmanes de la jornada de protesta terminaron afectando la libertad de prensa en el país. SEMANA y RCN vivieron actos de vandalismo. La directora de SEMANA, la periodista Vicky Dávila, relató que un grupo de vándalos llegó a la instalaciones y atentó contra el edificio donde opera el grupo editorial, pero también otras empresas. “Este ataque no es contra RCN ni SEMANA, es contra la prensa. Es fruto del odio de políticos y colegas. Ojalá esto no termine en una fatalidad contra un periodista de cualquiera de los dos medios. Políticos que tienen aspiraciones presidenciales que promueven el odio. Rechazamos rotundamente estos ataques”, dijo. RCN también se pronunció. “Desde Noticias RCN y NTN24 rechazamos el ataque sufrido en contra de las instalaciones del Canal RCN promovido y ejecutado por un grupo de violentos que ocurrió hoy a las 3 de la tarde y que dejó daños materiales y puso en riesgo la integridad de periodistas y trabajadores”, escribió el canal. Por su parte, su director, José Manuel Acevedo calificó el hecho como “un ataque en contra de la libertad de prensa y expresión”.","2,2","1,1",DT
"Ese fue el caso de un joven bogotano, que tras participar del paro del pasado 02 de junio, donde al parecer asistió con mentiras, fue descubierto por su padre, quien no dudo en meterle tremendo regaño público, frente a los protestantes y policías que estaban en el lugar. Según el video, el joven pudo haber tenido un altercado con los uniformados, (que lo tenían rodeado) por lo que su progenitor se vio obligado a sacarlo del apuro y fue allí donde se desencadenó toda la situación del video, que hoy inunda las plataformas. Una vez llegó el padre, dejó ver su indignación por las mentiras en medio de gritos de su hijo, a quien en medio de gritos le preguntaba:“¿A qué vino, huevó*?, ¿A protestar a qué?… Dígame una sola razón, ¿a qué vino a protestar?”. “Con mentiras, con tantas mentiras… No sabe un cul* del país y viene a protestar acá, no sabe nada, no sabe ni mier**”, continúa diciendo el padre, mientras el joven avergonzado y en silencio, agacha la cabeza esperando que todo termine.","0,1,1","0,0,0",DT
"Pese a que muchas historias han sido tristes, también hay alegres y conmovedoras. En el caso del ‘Capitán Colombia’ se ha generado mucha expectativa, pues aunque se desconoce la identidad, se sabe que participa dentro de la ‘Primera línea’ en las protestas.  Pero en medio de este revuelo también ha sido usado en memes, ha recibido piropos y se roba la mirada de más de una. Muchos lo tildan como el héroe de las protestas, pues se encarga de que estas se lleven a cabo de manera pacífica y cuando se presentan desórdenes, es el primero en salir a defender a la gente que está a su alrededor.  Las manifestaciones que se han dado en Colombia desde el pasado 28 de abril han sido un escenario de múltiples historias y personajes, entre ellos, el famoso ‘Capitán Colombia’.","0,0","0,0",DT
"Como en las mejores batallas de rap, apareció un joven integrante de la Policía Nacional de Colombia para amenizar una tarde, donde centenares de personas se reunían para cumplir una jornada más del Paro Nacional en la ciudad de Medellín. El video fue publicado en la cuenta oficial de la Policía de Medellín donde se puede ver un centenar de personas haciendo un círculo en un parque del barrio Santa Lucía de la capital antioqueña, donde se puede ver al agente cantando hip-hop acompañado de los jóvenes que disfrutaron sus rimas y las aplaudieron.","0,0,0","1,0,0",DT
"Durante las últimas horas se hizo viral un video en el que se le ve a un hombre pegándole correazos a su hijo por estar dentro de una manifestación en el sector de Yomasa, en el suroriente de la capital. En el video se ve cómo, aparentemente, el joven es capturado por los agentes de Policía del Esmad; segundos después llega su padre a “rescatarlo”, pero la respuesta del papá fue sorpresiva. En vez de ‘darle una mano’, decidió literalmente pegarlo correazos a su hijo por su accionar en las calles y no tuvo en cuenta las miradas de todos los que se encontraban en el lugar.","0,0","0,0",DT
"En Bogotá la mayoría de las marchas se han llevado a cabo en las vías principales, afectado la operación de Transmilenio y por ende a los usuarios que han tenido que bajarse del sistema de transporte y caminar a sus casas. Es por eso que ahora los bogotanos afectados podrán pedir una devolución de ese pasaje que no pudieron utilizar, pero que si validaron en las taquillas de las estaciones. ¿Cómo pedir el reintegro de mi pase en Transmilenio? Esta solitud se hace para las personas que pagaron su pasaje, pero que no pudieron completar su movilización por el sistema o si no abordaron alguno de los buses durante las marchas que se han realizado desde el pasado 28 de abril en la ciudad.","1,0,0","0,0,0",DT
"Durante las manifestaciones en Colombia por cuenta del paro nacional, el ‘Capitán Colombia’ se hizo viral en redes sociales y muchos lo comparan con el popular héroe de Marvel, el ‘Capitán América’. El hombre hace parte de la Primera Línea, un colectivo que a punta de caretas, cascos y escudos improvisados hacen frente al Escuadrón Móvil Antidisturbios (ESMAD), cuando estos intervienen con gases lacrimógenos para dispersar protestas. Son muchas las fotos y personajes que protagonizan este grupo, entre ellos madres de familia, estudiantes y el particular ‘Capitán Colombia’, un hombre que se está robando todas las miradas de las mujeres. Por ahora, se desconoce su verdadera identidad, pero su cuerpo musculoso y su escudo de protección han sido suficientes para que el hombre se haya vuelto viral en redes sociales. Sus fans crean historias, lanzan piropos y crean historias en honor a uno de los que hacen parte de la Primera Línea en Colombia. ","0,0","0,0",DT
"Este fin de semana se vivió una tensa situación en el país por las manifestaciones y protestas que se vivieron por el paro nacional. En un marco complejo, se vivió una insólita situación en una de las ciudades donde se presentaba protestas. Duranta las manifestaciones en Buenaventura, se conoció un video donde un hombre con flores y globo en forma de corazón se acercaba a una mujer para expresarle su amor. La situación ante la mirada de una multitud de personas que deseaban un final feliz y así lo hacían saber en un coro que decía lo siguiente: “Que diga que sí, que diga que sí”. Aunque en el video no se escucha lo que le dice el hombre a la mujer, lo que si se puede es observar cuando ella le reprocha y le tira tanto las flores como el globo de corazón al piso.","0,0","0,0",DT
"Cucho' Hernández dijo presente en las protestas realizadas en España. El futbolista colombiano alzó su voz en España. Juan Camilo ´Cucho’ Hernández ha manifestado en sus redes sociales el amor que tiene por su Colombia, en momentos en los que han sido varias las figuras públicas pronunciándose por el contexto social de los últimos días. “Colombia tierra querida”, fue el primer mensaje del futbolista del Getafe en sus redes sociales.","0,0","0,0",DT
"Duque dice que informe de CIDH no defiende los derechos de los colombianos por igual. El mandatario habló así durante la celebración de los 70 años del Comando General de las Fuerzas Militares, donde defendió las actuaciones de la fuerza pública en la jornada protestas en el marco del paro nacional. “Da tristeza muchas veces cuando vemos las pretensiones de algunos de difamar, demonizar y satanizar el papel histórico que han cumplido las FF. MM. y de Policía”, sostuvo. Según el presidente, en el informe de CIDH habría sido “importante que en las reflexiones también de los derechos humanos se hiciera más hincapié y más precisión en las violaciones flagrantes derivadas de actos de violencia, vandalismo y terrorismo urbano de baja intensidad. Y también qué bueno fuera que la reflexión de esos derechos humanos se pudiera mostrar con claridad que los bloqueos han sido una demostración de la vileza que pueden tener algunos para cercenar y limitar los derechos de los demás”. Amismo, reiteró que la Policía Nacional no será separada del Ministerio de Defensa porque es un debate que ya se ha dado y explicado en el país. “Pretender sencillamente que sea una separación a partir de impresiones preliminares la que guíe los derroteros de la institución es algo que no tiene asidero. Los debates en democracia, bienvenidos”, recalcó.","2,1,1","1,1,1",DT
"Paro nacional le costó 15 billones de pesos a la economía de Bogotá, asegura Fenalco. Por ser el centro financiero y empresarial más importante del país, las pérdidas afectan también al 36% de las ventas de las compañías en Colombia. Con 8 millones de habitantes, la economía de Bogotá le aporta el 26% al crecimiento de la nación. La ciudad es la plataforma empresarial más grande de Colombia y cuna también de la mayoría de los emprendimientos de alto impacto. Es por esa magnitud de Bogotá que los bloqueos y los actos vandálicos ponen en riesgo toda esta cadena de producción y afectan al 17% de toda la población colombiana. “Si el gasto en Bogotá se frena, y es el 36% del gasto nacional, significa que es el 36% de las ventas de las empresas en el país. Por lo tanto, las movilizaciones de Bogotá tienen impacto en las ventas nacionales de diferentes marcas y empresas”, señala Camilo Herrera, presidente de Raddar. Muchos locales cerraron entre uno y 15 días durante esos actos vandálicos.","1,2,1","1,1,0",DT
"Policías heridos durante los disturbios en Bogotá. Según el general Gómez, hubo ""doce hombres lesionados de nuestra Policía Nacional, algunas estaciones, los portales fueron igualmente atacados"". Once uniformados resultaron lesionados, una estación de policía vandalizada y varias casas y locales comerciales afectados en Madrid, en Cundinamarca. Durante cinco horas, la estación del Sosiego, donde había 21 agentes, fue atacada violentamente. Los vándalos lanzaron piedras e, incluso, artefactos explosivos. Fue “una turba de aproximadamente de entre 200 y 250 personas que vienen directamente a atacar las instalaciones de la Policía, directamente afectar a nuestros policías, lanzándoles piedras, bombas molotov y demás elementos con el fin de dañarles su integridad y dañar las instalaciones de la Policía”, sostuvo el coronel César Castro, comandante de la institución en Cundinamarca. Tres patrullas fueron vandalizadas, once motocicletas particulares y que estaban en la estación por procedimientos o requerimientos judiciales fueron incineradas y once uniformados los trasladaron hasta el Hospital General de la Policía.","2,3,3","1,0,0",DT
"La CIDH también documentó la preocupación de los colombianos sobre las interrupciones del servicio de Internet en el contexto de las protestas. Según señalaron, esto habría generado un escenario de obstaculización de las denuncias sobre el actuar de la fuerza pública. Los reportes recibidos enseñan tanto el posible uso de tecnología dirigida a inhibir o restringir la señal de Internet, como el bloqueo de las direcciones de dos páginas en Internet que contenían información sobre las protestas. Otra de las preocupaciones de la Comisión en materia de tecnología son las reiteradas denuncias que recibió sobre el perfilamiento de usuarios de redes sociales, participantes o no de las protestas. Reseñó que “la caracterización genérica a través de términos como terrorismo, vandalismo o criminales estigmatiza a las personas manifestantes, activa un ambiente hostil al ejercicio de la protesta y a la libertad de expresión en Internet. La Relatoría Especial para la Libertad de Expresión ha señalado que las sanciones penales por la difusión de información presuntamente falsa podrían retrotraer a la región a una lógica de criminalizar expresiones sobre asuntos de interés público y establecer una herramienta con un fuerte efecto inhibitorio. ","2,2,3","0,-1,-1",DT
"Mindefensa advierte que ya tienen borrador del proyecto antivandalismo. El ministro Diego Molano explicó cuáles son los puntos centrales de este proyecto anunciado por el presidente Iván Duque. El proyecto antivandalismo, que propuso el presidente de la República, Iván Duque, fue una respuesta a los hechos de violencia, terrorismo y hostigamientos, no sólo a la fuerza pública, sino a la comunidad y durante las jornadas de protesta del Paro Nacional. El presidente lo anticipó y ahora el ministro de Defensa, Diego Molano, advirtió que tienen listo un borrador de ese proyecto. Molano aseguró que el proyecto tiene tres pilares fundamentales, que incluye, en primer lugar: endurecer las penas para quienes incurran en conductas ilegales relacionadas con la movilización o que afecten la protesta pacífica. El proyecto, según el ministro Molano, se acompaña de la creación de nuevo tipos penales, es decir, nuevos delitos sobre conductas que a su criterio no están penalizadas. Por último, son los mecanismos para garantizar que la infiltración de los violentos no afecte el normal desarrollo de la protesta pacífica.","1,2,2","1,1,1",DT
"El ministro, Diego Molano, salió en defensa del papel de la fuerza pública. Durante su intervención, el funcionario reiteró que durante los actos violentos ha habido intereses de organizaciones al margen la ley, como las disidencias de las Farc y el ELN. Explicó que en Cali, Medellín, Popayán y Bogotá se han dado ataques sistemáticos a las entidades del Estado, como la Defensoría del Pueblo, la Fiscalía, la Procuraduría y la Policía, acciones que son plenamente organizadas, no por los manifestantes pacíficos sino por organizaciones criminales, en hechos que reiteró son terroristas. “¿Quién está detrás de la violencia, del ataque a las entidades? Los vamos a identificar a los responsables, los encontraremos y judicializaremos. No son supuestos ni hipótesis, lo de las disidencias y el ELN está comprobado como el caso de alias Jacobo, quien estaba incentivando el odio en las redes sociales”, señalo el funcionario. De igual manera Molano insistió en que las protestas pacíficas serán respetadas en el país, pero serán combatidos los actos violentos que comentan vándalos.","2,3,1","1,1,1",DT
"Los policías del Esmad son héroes: la acérrima defensa del ministro Molano durante la moción de censura. El funcionario respondió a los ataques que le hizo la oposición, que lo confrontó bajo el argumento de que se ha manejado mal el orden publico durante el paro nacional. Sobre este punto, destacó el papel del Escuadrón Móvil Antidisturbios, en donde dijo que quienes integraban estas unidades eran héroes. “Quiero hablar del Esmad, quien afecta las manifestaciones son los violentos y no el Esmad (…) yo quisiera invitarlos (Congresistas) a que hablaran con un policía del Esmad, los policías del Esmad son unos héroes, 105 países del mundo tienen policía como el Esmad, y la de Colombia es una de las reconocidas, están regulados, tiene entrenamientos formados en derechos humanos, y aún así los tildan como si estuvieran en contra de la sociedad cuando buscan garantizar la manifestación pacífica”, dijo Molano. De igual manera rechazo el prejuzgamiento que ha recibido la fuerza pública durante su actuación en el paro nacional “Por supuesto se nos ha prejuzgado señalado de todo tipo de delitos, mientras que muchas veces la mentira va rápido, se mueve en las redes, a los funcionarios nos corresponde decir la verdad, aquí no se puede tildar al gobierno de estigmatizar la protesta, se ha garantizado, miles de colombianos han salido a marchar, más de 8.000 actividades en más de 700 municipios de Colombia, esa responsabilidad y la asume la fuerza pública con toda garantía”.","2,1,1","1,1,1",DT
"En el marco de las jornadas de manifestaciones y desmanes que se han adelantado en el país por más de 18 días, desde diferentes sectores del Gobierno Nacional y fuerza pública han manifestado que las marchas han estado siendo infiltradas por organizaciones criminales, con el propósito de desestabilizar al país... se ha expuesto el plan que estaría ejecutando las disidencias de las Farc y milicias urbanas del ELN para lograr el control de la ciudad de Cali.  El medio de comunicación indicó que existen una serie de grabaciones junto a información de inteligencia, que evidencian cómo se desarrolló un presunto ‘plan criminal’ en el marco de las manifestaciones en Cali. Este plan habría partido de la implementación de unos estímulos para promover el vandalismo en varias zonas de la ciudad, lo cual se reflejó en saqueos, destrucción de propiedad pública y privada, junto a enfrentamientos de encapuchados y agentes del Esmad.","2,3,3","1,1,1",DT
"Molano, en diálogo con RCN Radio, aseguró que es necesario tener claridad en el papel y la función de ""nuestra fuerza pública, policías y soldados"" durante las protestas: ""Su papel es garantizar el derecho y la tranquilidad de quienes no marchan, garantizar el derecho a la protesta pacífica de quienes marchan y lo hacen pacíficamente, pero por supuesto actuar de forma contundente contra todos aquellos que afectan la tranquilidad la vida y que están cometiendo actos de vandalismo"". Según Molano, tras el trabajo de los grupos de inteligencia de la Policía Nacional, se encontró que ""hay una relación directa porque hay una fuerza que organiza ataques sistemáticos planeados, premeditados y que son financiados por disidencias de las Farc y el ELN, con unos movimientos como el M-19, el movimiento Bolivariano, los Capuchos, los Escudos Azules y el 8 de junio de la célula de ese grupo armado"". Así mismo, el ministro señaló que son estos grupos los que ""están cometiendo y promoviendo este tipo de actos de terrorismo de baja intensidad a nivel urbano y que han afectado las ciudades sistemáticamente"".","2,3,2","1,1,1",DT
"Los colombianos vimos los bloqueos que la CIDH no vio; la brutalidad de encapuchados que impedían la movilización de personas, mercancías, alimentos y ambulancias; y pagaremos todos el costo billonario de la quiebra de empresas, pérdida de empleos y crisis económica. Por eso insulta a la inteligencia que tal nivel de “terrorismo económico y social” -aunque el terrorismo no esté en su diccionario- se disfrace como “cortes de ruta” y se recomiende al Gobierno “abstenerse de prohibirlos a priori”, con lo cual la CIDH legitima los bloqueos y desprecia los derechos de las mayorías. Los “cortes de ruta” de la CIDH son como las “retenciones” de las Farc, invento de la JEP para disfrazar el secuestro y aplicarle su impune justicia restaurativa. Sin duda, dos instituciones que comulgan en el sesgo ideológico de la izquierda y, por tanto, ven por un solo ojo.","2,2","1,1",DT
"La CIDH vio excesos de fuerza de las autoridades, pero no el vandalismo sistemático que asoló las ciudades; hizo acusaciones de violencia étnica, pero no vio la de los indígenas que bloquearon y destruyeron, prevalidos de su “autonomía”; cuestionó la asistencia militar y la justicia penal militar, acusó falsamente al Gobierno de estigmatizar la protesta y a los jóvenes, y hasta resultó siendo ¡la Fuerza Pública! la que atacó misiones médicas y bloqueó ambulancias. ¡No hay derecho!. Y claro, tuvo tiempo para una “manito” a su protegido Petro, reiterando su esperpento jurídico de atar de manos a la Procuraduría y extenderles patente de corso, como “indisciplinables”, a los funcionarios de elección popular. Ni qué decir de las recomendaciones, que parecen copiadas del paro. La “neutralización” del Esmad y el traslado de la Policía al Mininterior son arrogantes e indebidas intromisiones. La CIDH tampoco quiso ver los intereses transnacionales que buscan implantar el comunismo en Colombia, y con su actitud “tuerta”, el mundo recibió la imagen de una dictadura a lo Maduro y Ortega, que buscaban los que quieren erigirse luego en salvadores socialistas, algo que, tras la pandemia y el paro, el país no resistiría.","2,2","1,1",DT
"Paro nacional 2021, un hito en la protesta social de Colombia. “El Paro Cívico Nacional de 1977 fue la gran jornada de la segunda mitad del siglo XX, la primera fue sin duda el Bogotazo (1948). Este paro fue muy grande, pero duró dos días en Bogotá y un día en la mayor parte del territorio. Hubo 19 muertos en la capital y dos o tres en el resto del país, comparado con el paro actual fue bastante pacífico”, dijo a la Agencia Anadolu Mauricio Archila Neira, profesor de la Universidad Nacional de Colombia e investigador del Centro de Investigación y Educación Popular (Cinep). De acuerdo con Archila Neira, la aparición de la violencia paramilitar en la década de 1980 inhibió a los movimientos sociales.  “La teoría de los paramilitares era la del pez en agua. El agua era la población civil y para acabar a la guerrilla había que destruir entonces a las organizaciones sociales”, indicó el profesor. “Los movimientos sociales se debilitan mucho porque asesinan a sus dirigentes, destruyen las organizaciones, erradican a sangre y fuego la protesta. Hay zonas que se pacificaron a sangre y fuego por parte de los paramilitares, a veces incluso por efectivos del Ejército, la Policía, la Armada y el DAS (Departamento Administrativo de Seguridad)”, detalló. La protesta social en el país empezó a reactivarse a partir de 2006, según la base de datos de luchas sociales en Colombia de Cinep.","2,1,1","0,-1,0",DT
